home_form_wins_3,home_form_draws_3,home_form_losses_3,home_form_points_3,home_form_goals_scored_3,home_form_goals_conceded_3,home_form_goal_diff_3,home_form_avg_goals_3,home_form_avg_shots_3,home_form_avg_sot_3,home_form_wins_5,home_form_draws_5,home_form_losses_5,home_form_points_5,home_form_goals_scored_5,home_form_goals_conceded_5,home_form_goal_diff_5,home_form_avg_goals_5,home_form_avg_shots_5,home_form_avg_sot_5,home_form_wins_10,home_form_draws_10,home_form_losses_10,home_form_points_10,home_form_goals_scored_10,home_form_goals_conceded_10,home_form_goal_diff_10,home_form_avg_goals_10,home_form_avg_shots_10,home_form_avg_sot_10,away_form_wins_3,away_form_draws_3,away_form_losses_3,away_form_points_3,away_form_goals_scored_3,away_form_goals_conceded_3,away_form_goal_diff_3,away_form_avg_goals_3,away_form_avg_shots_3,away_form_avg_sot_3,away_form_wins_5,away_form_draws_5,away_form_losses_5,away_form_points_5,away_form_goals_scored_5,away_form_goals_conceded_5,away_form_goal_diff_5,away_form_avg_goals_5,away_form_avg_shots_5,away_form_avg_sot_5,away_form_wins_10,away_form_draws_10,away_form_losses_10,away_form_points_10,away_form_goals_scored_10,away_form_goals_conceded_10,away_form_goal_diff_10,away_form_avg_goals_10,away_form_avg_shots_10,away_form_avg_sot_10,home_team_home_perf_win_rate,home_team_home_perf_avg_goals,home_team_home_perf_avg_conceded,home_team_home_perf_avg_shots,home_team_home_perf_avg_sot,away_team_away_perf_win_rate,away_team_away_perf_avg_goals,away_team_away_perf_avg_conceded,away_team_away_perf_avg_shots,away_team_away_perf_avg_sot,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_home_goals,h2h_away_goals,h2h_goal_diff,h2h_avg_total_goals,h2h_home_scoring_rate,h2h_away_scoring_rate,h2h_avg_shots,h2h_avg_corners,h2h_home_dominance,home_atk_avg_goals,home_atk_avg_shots,home_atk_avg_sot,home_atk_avg_corners,home_def_avg_conceded,home_def_clean_sheet_rate,home_def_shots_faced,home_def_avg_fouls,home_def_avg_yellow,home_def_avg_red,home_disc_fouls,home_disc_yellow,home_disc_red,home_mom_win_streak,home_mom_loss_streak,home_mom_unbeaten_streak,home_eff_goal_conversion,home_eff_shot_accuracy,home_eff_goals_per_sot,home_eff_sot_conversion,home_dom_shots_diff,home_dom_sot_diff,home_dom_corners_diff,home_dom_goals_diff,home_trend_goals,home_trend_conceded,home_trend_shots,home_trend_sot,home_consist_goals_std,home_consist_conceded_std,home_consist_shots_std,home_consist_sot_std,home_consist_corners_std,home_consist_gd_std,home_ht_goals_scored_avg,home_ht_goals_conceded_avg,home_ht_win_rate,home_ht_draw_rate,away_atk_avg_goals,away_atk_avg_shots,away_atk_avg_sot,away_atk_avg_corners,away_def_avg_conceded,away_def_clean_sheet_rate,away_def_shots_faced,away_def_avg_fouls,away_def_avg_yellow,away_def_avg_red,away_disc_fouls,away_disc_yellow,away_disc_red,away_mom_win_streak,away_mom_loss_streak,away_mom_unbeaten_streak,away_eff_goal_conversion,away_eff_shot_accuracy,away_eff_goals_per_sot,away_eff_sot_conversion,away_dom_shots_diff,away_dom_sot_diff,away_dom_corners_diff,away_dom_goals_diff,away_trend_goals,away_trend_conceded,away_trend_shots,away_trend_sot,away_consist_goals_std,away_consist_conceded_std,away_consist_shots_std,away_consist_sot_std,away_consist_corners_std,away_consist_gd_std,away_ht_goals_scored_avg,away_ht_goals_conceded_avg,away_ht_win_rate,away_ht_draw_rate,home_team_fd_home_opp_win_rate,home_team_fd_home_opp_avg_gd,home_team_fd_home_opp_avg_points,away_team_fd_away_opp_win_rate,away_team_fd_away_opp_avg_gd,away_team_fd_away_opp_avg_points,home_team_venue_mom_home_unbeaten,home_team_venue_mom_home_winning,home_team_venue_mom_home_scoring,away_team_venue_mom_away_unbeaten,away_team_venue_mom_away_winning,away_team_venue_mom_away_scoring,home_team_win_pct,home_team_ppm,away_team_win_pct,away_team_ppm,home_team_cs_rate,away_team_cs_rate,home_elo,away_elo,elo_diff,home_xg_proxy,away_xg_proxy,xg_proxy_diff,diff_form_points_3,diff_form_goals_scored_3,diff_form_avg_shots_3,diff_form_avg_sot_3,diff_form_goal_diff_3,diff_form_points_5,diff_form_goals_scored_5,diff_form_avg_shots_5,diff_form_avg_sot_5,diff_form_goal_diff_5,diff_form_points_10,diff_form_goals_scored_10,diff_form_avg_shots_10,diff_form_avg_sot_10,diff_form_goal_diff_10,home_advantage_index,home_team,away_team,date,ftr,ftr_encoded,season
1,2,0,5,2,1,1,0.6666666666666666,12.666666666666666,4.666666666666667,3,2,0,11,6,2,4,1.2,13.0,4.4,6,3,1,21,10,4,6,1.0,14.6,4.8,3,0,0,9,4,0,4,1.3333333333333333,9.0,3.3333333333333335,3,0,2,9,5,5,0,1.0,7.4,2.8,5,2,3,17,13,13,0,1.3,7.7,3.1,0.5,1.6,0.6,16.1,6.1,0.7,1.8,1.0,9.6,4.7,1,2,0,5,4,1,3.0,1.6666666666666667,1.3333333333333333,22.333333333333332,8.333333333333334,-0.3333333333333333,1.0,14.6,4.8,6.8,0.4,0.7,7.0,10.7,1.2,0.0,10.7,1.2,0.0,1,0,8,0.0684931506849315,0.3287671232876712,0.20833333333333334,0.3287671232876712,7.6,2.4,3.8,0.6,-0.4000000000000003,-0.2,0.39999999999999897,0.49999999999999944,0.816496580927726,0.6992058987801011,4.742245131674331,1.7511900715418263,3.9101008796307144,1.1737877907772671,0.6,0.3,0.5,0.3,1.3,7.7,3.1,3.3,1.3,0.3,13.7,10.3,1.5,0.0,10.3,1.5,0.0,3,0,3,0.16883116883116883,0.4025974025974026,0.41935483870967744,0.4025974025974026,-6.0,-1.3,-4.2,0.0,0.2,-0.7000000000000003,1.1999999999999995,0.09999999999999987,0.9486832980505138,1.1595018087284057,2.6267851073127395,1.6633299933166201,2.263232692902394,1.4907119849998598,0.7,0.4,0.4,0.5,0.4000731006051666,0.12723998408291,1.4424637101507618,0.3707528697566447,-0.09926459836205892,1.3385902651455155,4,0,0,9,2,10,0.5,1.7666666666666666,0.5,1.6666666666666667,0.6,0.4,1583.3822045608786,1546.7723692994568,36.60983526142172,0.48,0.31000000000000005,0.16999999999999993,-4,-2,3.666666666666666,1.3333333333333335,-3,2,1,5.6,1.6000000000000005,4,4,-3,6.8999999999999995,1.6999999999999997,6,1.2352941176470589,Chelsea,Everton,2021-03-08,H,0,2020-2021
2,0,1,6,6,4,2,2.0,18.333333333333332,6.333333333333333,4,0,1,12,10,5,5,2.0,17.2,5.8,9,0,1,27,25,6,19,2.5,15.4,5.8,1,0,2,3,2,4,-2,0.6666666666666666,12.333333333333334,3.6666666666666665,1,1,3,4,4,7,-3,0.8,9.6,3.0,1,1,8,4,7,25,-18,0.7,10.6,3.4,0.8,2.0,0.5,17.4,6.4,0.2,0.8,2.1,9.5,3.0,2,1,0,3,2,1,1.6666666666666667,1.0,0.6666666666666666,27.666666666666668,14.666666666666666,0.3333333333333333,2.5,15.4,5.8,5.9,0.6,0.5,5.8,8.3,0.7,0.0,8.3,0.7,0.0,0,1,0,0.16233766233766234,0.37662337662337664,0.43103448275862066,0.37662337662337664,9.6,3.7,4.0,1.9,-0.3000000000000003,0.29999999999999993,2.099999999999999,0.4999999999999993,1.5811388300841898,0.6992058987801011,4.993328882953068,2.043961295567452,3.381321240777536,1.8529256146249728,1.2,0.3,0.6,0.3,0.7,10.6,3.4,5.0,2.5,0.1,10.8,10.7,1.8,0.2,10.7,1.8,0.2,1,0,1,0.0660377358490566,0.32075471698113206,0.20588235294117646,0.32075471698113206,-0.2,-1.5,1.2,-1.8,0.0999999999999999,-0.4000000000000002,2.099999999999999,0.3999999999999998,0.8232726023485646,2.5055493963954847,5.316640543300503,1.837873166945363,2.309401076758503,2.8596814119369625,0.5,1.2,0.3,0.1,0.31629674287678805,-0.20133791067725829,1.2283958283215692,0.3542781656521464,-0.06946330604799833,1.315962438716979,0,0,0,1,1,1,0.7333333333333333,2.3666666666666667,0.36666666666666664,1.3333333333333333,0.6,0.2,1688.6867202342019,1476.8726896222686,211.81403061193328,0.58,0.34,0.23999999999999994,3,4,5.999999999999998,2.6666666666666665,4,8,6,7.6,2.8,8,23,18,4.800000000000001,2.4,37,6.75,Manchester City,Southampton,2021-03-10,H,0,2020-2021
1,1,1,4,1,1,0,0.3333333333333333,12.333333333333334,3.3333333333333335,2,2,1,8,3,2,1,0.6,12.0,4.0,3,5,2,14,7,6,1,0.7,12.2,3.6,2,0,1,6,9,5,4,3.0,20.666666666666668,8.666666666666666,4,0,1,12,12,6,6,2.4,17.4,6.4,9,0,1,27,25,8,17,2.5,15.3,6.1,0.1,0.5,1.0,11.9,3.7,0.8,2.0,0.5,15.0,5.4,0,1,0,0,2,-2,2.0,0.0,2.0,22.0,12.0,-1.0,0.7,12.2,3.6,4.1,0.6,0.6,8.5,12.7,1.4,0.0,12.7,1.4,0.0,1,0,1,0.05737704918032787,0.29508196721311475,0.19444444444444445,0.29508196721311475,3.7,1.0,-0.1,0.1,-0.10000000000000012,-0.10000000000000009,-1.6605844951928891e-15,-0.40000000000000036,0.8232726023485646,0.8432740427115678,3.794733192202055,1.9550504398153572,1.911950719959998,1.1005049346146119,0.2,0.3,0.2,0.6,2.5,15.3,6.1,5.6,0.8,0.4,6.5,8.1,0.8,0.0,8.1,0.8,0.0,1,0,1,0.16339869281045752,0.39869281045751637,0.4098360655737705,0.39869281045751637,8.8,3.5,3.5,1.7,0.5999999999999998,0.49999999999999994,1.699999999999999,1.6999999999999995,1.5811388300841898,0.7888106377466155,4.9452558635075246,2.4244128727957572,3.306559138036598,1.5670212364724214,1.1,0.4,0.6,0.3,0.43785662948111115,0.23054471020928613,1.5450722009583366,0.41771716706040546,0.0971972981194846,1.4957812127744954,0,0,0,8,7,7,0.17857142857142858,0.9285714285714286,0.7333333333333333,2.3666666666666667,0.4,0.6,1471.8253088509878,1693.2479149567337,-221.4226061057459,0.36000000000000004,0.61,-0.24999999999999994,-2,-8,-8.333333333333334,-5.333333333333332,-4,-4,-9,-5.399999999999999,-2.4000000000000004,-5,-13,-18,-3.1000000000000014,-2.4999999999999996,-16,0.5185185185185185,Fulham,Manchester City,2021-03-13,A,2,2020-2021
1,0,2,3,3,3,0,1.0,13.666666666666666,4.0,1,0,4,3,5,8,-3,1.0,13.6,4.8,4,0,6,12,13,13,0,1.3,12.5,4.9,2,1,0,7,3,0,3,1.0,16.0,6.666666666666667,3,2,0,11,6,1,5,1.2,15.0,5.6,6,3,1,21,11,4,7,1.1,14.4,5.1,0.4,1.4,1.2,14.9,5.5,0.5,1.0,1.0,13.3,3.6,0,1,0,1,3,-2,4.0,1.0,3.0,31.0,12.0,-1.0,1.3,12.5,4.9,5.5,1.3,0.2,13.1,11.7,1.6,0.0,11.7,1.6,0.0,0,2,0,0.104,0.392,0.2653061224489796,0.392,-0.6,0.1,0.8,0.0,-0.4000000000000003,-0.40000000000000036,1.0999999999999988,-1.0000000000000004,1.2516655570345725,1.1595018087284057,4.222953153106642,2.378141197564929,1.90029237516523,1.8257418583505538,0.3,1.0,0.2,0.3,1.1,14.4,5.1,6.3,0.4,0.7,6.7,10.8,0.9,0.0,10.8,0.9,0.0,2,0,9,0.0763888888888889,0.3541666666666667,0.21568627450980393,0.3541666666666667,7.7,2.9,3.1,0.7,-1.818668510675295e-16,-0.1,0.39999999999999797,0.9999999999999999,0.8755950357709131,0.6992058987801011,4.477102237434884,2.183269719175042,3.4657049948186747,1.2516655570345725,0.7,0.3,0.6,0.2,0.3492339189940728,-0.16819537266870474,1.296881406338202,0.38396227502932784,0.03440116085461013,1.4107046735064024,0,0,0,4,1,4,0.4074074074074074,1.2962962962962963,0.5,1.7666666666666666,0.4,0.4,1480.2421266571257,1592.332371417833,-112.09024476070726,0.49000000000000005,0.51,-0.019999999999999962,-4,0,-2.333333333333334,-2.666666666666667,-3,-8,-1,-1.4000000000000004,-0.7999999999999998,-8,-9,2,-1.9000000000000004,-0.1999999999999993,-7,0.5714285714285714,Leeds,Chelsea,2021-03-13,D,1,2020-2021
1,1,1,4,4,3,1,1.3333333333333333,11.333333333333334,2.6666666666666665,2,1,2,7,8,6,2,1.6,12.2,3.2,4,3,3,15,15,9,6,1.5,12.7,3.7,3,0,0,9,9,1,8,3.0,12.333333333333334,4.666666666666667,3,0,2,9,10,6,4,2.0,12.8,4.2,5,0,5,15,16,12,4,1.6,10.9,4.0,0.3,1.2,1.1,13.6,4.0,0.3,0.9,1.1,11.0,3.5,0,2,1,3,6,-3,3.0,1.0,2.0,28.0,13.333333333333334,-0.6666666666666666,1.5,12.7,3.7,5.2,0.9,0.3,10.7,8.8,1.2,0.2,8.8,1.2,0.2,0,0,2,0.11811023622047244,0.29133858267716534,0.40540540540540543,0.29133858267716534,2.0,-0.5,1.2,0.6,0.1,-0.10000000000000012,0.09999999999999824,-0.10000000000000046,1.5811388300841898,0.7378647873726218,3.973523485382827,1.4181364924121764,1.9888578520235065,1.505545305418162,0.9,0.6,0.3,0.5,1.6,10.9,4.0,3.4,1.2,0.3,11.2,10.3,1.4,0.0,10.3,1.4,0.0,3,0,3,0.14678899082568808,0.3669724770642202,0.4,0.3669724770642202,-0.3,0.3,-1.1,0.4,0.7999999999999999,-0.6000000000000001,-0.10000000000000105,0.19999999999999954,1.577621275493231,1.1352924243950933,5.043147165543886,1.7638342073763937,2.7968235951204043,2.3190036174568114,0.7,0.6,0.3,0.2,0.42576091881201583,0.11971643436360738,1.4940455115613092,0.37090635511462605,0.04898880790644351,1.3864331011742168,0,0,0,1,1,2,0.43333333333333335,1.4666666666666666,0.5,1.7333333333333334,0.3,0.3,1528.3947081389238,1555.6068400474744,-27.212131908550646,0.37000000000000005,0.4,-0.02999999999999997,-5,-5,-1.0,-2.0000000000000004,-7,-2,-2,-0.6000000000000014,-1.0,-2,0,-1,1.799999999999999,-0.2999999999999998,2,1.0,Arsenal,Tottenham,2021-03-14,H,0,2020-2021
1,2,0,5,2,0,2,0.6666666666666666,10.0,3.6666666666666665,2,3,0,9,6,2,4,1.2,11.0,5.0,4,5,1,17,21,8,13,2.1,13.8,5.6,2,0,1,6,5,3,2,1.6666666666666667,9.666666666666666,4.0,3,1,1,10,8,3,5,1.6,10.0,4.4,7,1,2,22,18,10,8,1.8,12.4,5.1,0.6,2.6,1.0,16.1,6.7,0.5,1.2,1.1,11.7,4.3,1,1,1,4,4,0,2.6666666666666665,1.3333333333333333,1.3333333333333333,24.666666666666668,8.0,0.0,2.1,13.8,5.6,5.5,0.8,0.5,10.9,11.7,1.5,0.0,11.7,1.5,0.0,1,0,8,0.15217391304347827,0.4057971014492754,0.375,0.4057971014492754,2.9,1.8,2.2,1.3,-0.1000000000000002,-0.30000000000000016,-0.8000000000000004,-0.8000000000000006,2.685351208149711,1.0327955589886446,4.417138339593985,3.470510689285432,1.7159383568311668,2.869378562220979,1.0,0.4,0.3,0.6,1.8,12.4,5.1,4.6,1.0,0.4,12.0,10.7,1.3,0.1,10.7,1.3,0.1,1,0,1,0.14516129032258066,0.4112903225806452,0.35294117647058826,0.4112903225806452,0.4,2.1,-0.5,0.8,0.1999999999999999,0.19999999999999998,1.1999999999999995,0.19999999999999973,1.0327955589886444,1.0540925533894598,4.971027168615266,2.923088169119167,1.837873166945363,1.4757295747452437,0.9,0.2,0.6,0.4,0.35037871492979816,-0.10956480219142281,1.2915035830928048,0.4251388349738264,0.1199981142509404,1.488607471228231,3,1,7,0,0,1,0.5333333333333333,1.9333333333333333,0.5,1.7666666666666666,0.4,0.4,1621.2308749961376,1543.3934768987394,77.83739809739814,0.5599999999999999,0.51,0.04999999999999993,-1,-3,0.3333333333333339,-0.3333333333333335,0,-1,-2,1.0,0.5999999999999996,-1,-5,3,1.4000000000000004,0.5,5,0.7727272727272727,Manchester United,West Ham,2021-03-14,H,0,2020-2021
0,2,1,2,2,5,-3,0.6666666666666666,10.0,2.3333333333333335,2,2,1,8,5,6,-1,1.0,11.0,3.2,3,4,3,13,9,11,-2,0.9,11.2,3.4,1,0,2,3,2,2,0,0.6666666666666666,13.0,4.0,1,0,4,3,3,7,-4,0.6,13.8,4.4,3,0,7,9,10,15,-5,1.0,14.3,4.4,0.4,1.2,1.0,14.8,5.3,0.4,1.9,0.9,12.9,4.8,0,3,0,1,7,-6,2.6666666666666665,0.3333333333333333,2.3333333333333335,21.0,9.0,-1.0,0.9,11.2,3.4,5.8,1.1,0.4,13.4,10.2,1.3,0.0,10.2,1.3,0.0,0,0,1,0.08035714285714286,0.30357142857142855,0.2647058823529412,0.30357142857142855,-2.2,-1.2,0.5,-0.2,-0.4000000000000003,0.19999999999999998,-0.9000000000000021,-0.8000000000000004,0.8755950357709134,1.3703203194062978,5.513619500836088,2.3190036174568114,3.155242550986462,1.2292725943057181,0.3,0.4,0.1,0.7,1.0,14.3,4.4,6.7,1.5,0.1,8.7,9.9,1.3,0.0,9.9,1.3,0.0,0,2,0,0.06993006993006994,0.3076923076923077,0.22727272727272727,0.3076923076923077,5.6,0.5,4.2,-0.5,-0.20000000000000015,-0.5000000000000004,-0.6000000000000019,-0.7000000000000007,1.247219128924647,1.1785113019775793,5.4984846397287805,2.4129281427805145,3.400980250849256,1.8408935028645435,0.1,0.3,0.1,0.6,0.3820655180266762,-0.08678988492188391,1.3636267358813754,0.36730709981845866,0.0004997930208640811,1.3295709801609983,3,1,1,1,1,4,0.3333333333333333,1.2666666666666666,0.4666666666666667,1.6333333333333333,0.3,0.3,1511.8147864740863,1588.0299014994705,-76.2151150253842,0.34,0.44000000000000006,-0.10000000000000003,-1,0,-3.0,-1.6666666666666665,-3,5,2,-2.8000000000000007,-1.2000000000000002,3,4,-1,-3.1000000000000014,-1.0000000000000004,3,1.4444444444444444,Wolverhampton,Liverpool,2021-03-15,A,2,2020-2021
1,0,2,3,3,3,0,1.0,10.666666666666666,2.6666666666666665,3,0,2,9,8,4,4,1.6,9.8,4.2,6,1,3,19,17,11,6,1.7,11.6,4.7,2,1,0,7,6,3,3,2.0,13.333333333333334,3.3333333333333335,3,1,1,10,10,6,4,2.0,12.0,3.2,5,2,3,17,17,10,7,1.7,12.9,3.6,0.6,1.7,1.2,11.5,4.4,0.4,1.4,1.0,12.4,3.9,0,3,0,2,6,-4,2.6666666666666665,0.6666666666666666,2.0,21.666666666666668,10.666666666666666,-1.0,1.7,11.6,4.7,4.2,1.1,0.3,12.5,9.7,1.1,0.1,9.7,1.1,0.1,0,1,0,0.14655172413793102,0.4051724137931034,0.3617021276595745,0.4051724137931034,-0.9,1.5,-1.1,0.6,-0.6000000000000002,0.09999999999999995,-1.5386779501709903e-15,-1.7000000000000004,1.1595018087284057,0.9944289260117533,5.146735750831676,3.3349995835415367,1.6865480854231356,1.577621275493231,0.8,0.2,0.5,0.5,1.7,12.9,3.6,5.1,1.0,0.2,10.1,9.0,1.2,0.2,9.0,1.2,0.2,1,0,3,0.13178294573643412,0.27906976744186046,0.4722222222222222,0.27906976744186046,2.8,-0.7,1.1,0.7,-0.3000000000000004,-0.20000000000000015,0.7999999999999988,-0.20000000000000043,1.4944341180973262,0.6666666666666666,3.9285281382896233,1.429840705968481,1.9119507199599983,1.4944341180973262,1.0,0.7,0.3,0.5,0.36403438396143317,-0.116833051936256,1.3272207801474012,0.34520411241614823,-0.1834272077693927,1.2877558629601413,3,3,13,2,0,2,0.4666666666666667,1.6666666666666667,0.43333333333333335,1.4666666666666666,0.3,0.3,1535.597072997141,1539.1763386138407,-3.579265616699786,0.47000000000000003,0.36000000000000004,0.10999999999999999,-4,-3,-2.666666666666668,-0.666666666666667,-3,-1,-2,-2.1999999999999993,1.0,0,2,0,-1.3000000000000007,1.1,-1,1.1176470588235294,West Ham,Arsenal,2021-03-21,D,1,2020-2021
2,1,0,7,3,0,3,1.0,15.0,7.333333333333333,2,3,0,9,4,1,3,0.8,14.4,6.2,6,4,0,22,11,2,9,1.1,15.0,5.4,0,1,2,1,0,2,-2,0.0,12.0,2.3333333333333335,1,2,2,5,1,2,-1,0.2,10.4,2.4,1,4,5,7,5,14,-9,0.5,8.0,2.4,0.5,1.4,0.5,16.0,6.1,0.1,0.8,1.4,8.2,2.5,0,0,1,3,3,0,6.0,3.0,3.0,31.0,12.0,0.0,1.1,15.0,5.4,6.5,0.2,0.8,6.6,9.8,0.6,0.0,9.8,0.6,0.0,0,0,10,0.07333333333333333,0.36,0.2037037037037037,0.36,8.4,3.4,3.1,0.9,-1.0097476089672595e-16,-0.20000000000000007,1.2999999999999996,1.3000000000000003,0.8755950357709131,0.42163702135578396,4.055175020198813,2.3664319132398464,3.3082388735465345,0.8755950357709131,0.7,0.1,0.6,0.3,0.5,8.0,2.4,3.7,1.4,0.3,11.4,10.7,1.5,0.1,10.7,1.5,0.1,0,1,0,0.0625,0.3,0.20833333333333334,0.3,-3.4,-2.8,-1.8,-0.9,-0.1,0.19999999999999998,1.0999999999999994,-0.3000000000000005,0.7071067811865476,1.5055453054181622,3.3333333333333335,1.0749676997731399,2.6687491868330793,1.66332999331662,0.3,0.7,0.2,0.5,0.4111494894940556,0.1334205396384656,1.4686789879285396,0.4249494104726277,0.2086379288371986,1.5182040605562435,5,1,1,0,0,0,0.5,1.8,0.10344827586206896,0.6206896551724138,0.7,0.1,1589.2136163013986,1411.53612034504,177.6774959563586,0.54,0.24,0.30000000000000004,6,3,3.0,5.0,5,4,3,4.0,3.8000000000000003,4,15,6,7.0,3.0000000000000004,18,3.142857142857143,Chelsea,West Brom,2021-04-03,A,2,2020-2021
2,1,0,7,8,2,6,2.6666666666666665,14.0,6.0,3,1,1,10,11,6,5,2.2,13.2,5.6,5,3,2,18,18,11,7,1.8,13.6,5.6,2,0,1,6,8,4,4,2.6666666666666665,16.0,7.666666666666667,4,0,1,12,14,6,8,2.8,16.0,7.2,9,0,1,27,27,8,19,2.7,15.1,6.3,0.5,2.0,1.3,13.5,5.1,0.8,2.2,0.5,14.2,5.3,1,2,0,6,6,0,4.0,2.0,2.0,26.333333333333332,8.0,-0.3333333333333333,1.8,13.6,5.6,5.6,1.1,0.3,9.5,11.8,1.2,0.0,11.8,1.2,0.0,2,0,3,0.1323529411764706,0.4117647058823529,0.32142857142857145,0.4117647058823529,4.1,2.6,-0.4,0.7,0.6999999999999997,-0.4,0.5999999999999989,0.6999999999999994,1.3984117975602022,1.1005049346146119,4.427188724235731,2.2705848487901865,3.40587727318528,2.057506581601462,0.8,0.6,0.3,0.4,2.7,15.1,6.3,4.8,0.8,0.4,6.4,8.7,0.8,0.0,8.7,0.8,0.0,2,0,2,0.17880794701986755,0.41721854304635764,0.42857142857142855,0.41721854304635764,8.7,3.8,2.3,1.9,0.2999999999999999,-0.09999999999999991,-0.9000000000000011,0.7999999999999992,1.4944341180973262,0.7888106377466155,5.216427044549853,2.406010991015812,3.084008934992101,1.5951314818673865,1.0,0.4,0.5,0.4,0.39232369648254106,0.033134366393300856,1.3944322219854552,0.4037561280993665,0.07154794747013396,1.4636383556316381,1,1,7,9,8,8,0.5666666666666667,1.8666666666666667,0.7333333333333333,2.3666666666666667,0.4,0.6,1581.1174327535261,1697.6172939601697,-116.49986120664357,0.5599999999999999,0.63,-0.07000000000000006,1,0,-2.0,-1.666666666666667,2,-2,-3,-2.8000000000000007,-1.6000000000000005,-3,-9,-9,-1.5,-0.7000000000000002,-12,0.6666666666666666,Leicester,Manchester City,2021-04-03,A,2,2020-2021
1,2,0,5,6,5,1,2.0,14.666666666666666,4.333333333333333,2,2,1,8,9,7,2,1.8,12.6,3.6,4,3,3,15,17,13,4,1.7,12.5,3.7,1,0,2,3,1,2,-1,0.3333333333333333,11.666666666666666,2.6666666666666665,2,0,3,6,3,4,-1,0.6,13.2,4.4,4,0,6,12,11,14,-3,1.1,12.8,4.2,0.4,1.4,0.9,13.6,4.1,0.5,1.9,0.8,13.1,4.9,1,2,0,4,7,-3,3.6666666666666665,1.3333333333333333,2.3333333333333335,28.666666666666668,11.666666666666666,-0.3333333333333333,1.7,12.5,3.7,4.9,1.3,0.1,11.2,8.9,1.3,0.2,8.9,1.3,0.2,0,0,4,0.136,0.296,0.4594594594594595,0.296,1.3,-1.0,0.8,0.4,0.49999999999999983,0.39999999999999997,1.899999999999999,1.0999999999999996,1.4944341180973264,0.8232726023485646,3.2744804507314167,1.636391694484477,1.7919573407620817,1.2649110640673518,1.1,1.0,0.3,0.4,1.1,12.8,4.2,5.7,1.4,0.2,9.1,9.8,1.2,0.0,9.8,1.2,0.0,1,0,1,0.0859375,0.328125,0.2619047619047619,0.328125,3.7,0.2,2.9,-0.3,-5.0393812570510626e-17,-0.3000000000000001,-0.6000000000000004,-0.9000000000000009,1.1972189997378648,1.2649110640673518,3.2249030993194197,2.3475755815545347,3.1287200080686173,1.8885620632287057,0.2,0.3,0.2,0.5,0.44083084888194585,0.21440174904892206,1.5472273297431274,0.3377616452730042,-0.1510153584942874,1.2629043134943316,1,1,1,2,2,5,0.43333333333333335,1.5,0.4666666666666667,1.6333333333333333,0.3,0.4,1539.0733227125222,1595.8707765573354,-56.79745384481316,0.37000000000000005,0.42000000000000004,-0.04999999999999999,2,5,3.0,1.6666666666666665,2,2,6,-0.5999999999999996,-0.8000000000000003,3,3,6,-0.3000000000000007,-0.5,7,1.25,Arsenal,Liverpool,2021-04-03,A,2,2020-2021
2,1,0,7,3,0,3,1.0,11.333333333333334,3.6666666666666665,3,2,0,11,6,1,5,1.2,12.0,4.4,4,5,1,17,20,7,13,2.0,13.8,5.5,2,0,1,6,6,3,3,2.0,8.666666666666666,4.666666666666667,2,0,3,6,7,6,1,1.4,13.2,5.0,4,3,3,15,10,7,3,1.0,14.7,5.0,0.7,2.7,0.9,16.8,6.9,0.4,0.9,1.0,9.9,3.6,3,0,0,9,3,6,4.0,3.0,1.0,24.0,8.0,1.0,2.0,13.8,5.5,5.3,0.7,0.6,10.4,11.9,1.8,0.0,11.9,1.8,0.0,2,0,9,0.14492753623188406,0.39855072463768115,0.36363636363636365,0.39855072463768115,3.4,2.2,1.9,1.3,-0.20000000000000023,-0.20000000000000007,-0.3000000000000006,-0.4000000000000003,2.70801280154532,1.0593499054713802,4.417138339593985,3.5039660069381067,1.4944341180973264,2.8693785622209793,0.9,0.3,0.3,0.6,1.0,14.7,5.0,6.9,0.7,0.5,8.2,11.2,0.8,0.0,11.2,0.8,0.0,2,0,2,0.06802721088435375,0.3401360544217687,0.2,0.3401360544217687,6.5,2.1,3.3,0.3,0.6,-0.40000000000000036,-3.5000000000000013,0.19999999999999937,0.9428090415820634,0.8232726023485646,6.498717822257967,2.0548046676563256,3.3149493041204847,1.2516655570345725,0.5,0.3,0.4,0.4,0.3486654282165115,-0.13309627072289132,1.277622464211686,0.3877330433295584,-0.04323371970961011,1.3545860941717092,4,2,8,1,1,1,0.5666666666666667,2.0,0.26666666666666666,1.1666666666666667,0.5,0.3,1629.027278897736,1469.8713142189415,159.1559646787946,0.55,0.5,0.050000000000000044,1,-3,2.666666666666668,-1.0000000000000004,0,5,-1,-1.1999999999999993,-0.5999999999999996,4,2,10,-0.8999999999999986,0.5,10,1.1333333333333333,Manchester United,Brighton,2021-04-04,H,0,2020-2021
